address,addressCity,addressState,addressStreet,addressZipcode,area,availabilityDate,badgeInfo/text,badgeInfo/type,baths,beds,brokerName,carouselPhotos/0/url,countryCurrency,detailUrl,foundFromSearchUrl,foundOnSearchPage,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData/homeInfo/bathrooms,hdpData/homeInfo/bedrooms,hdpData/homeInfo/city,hdpData/homeInfo/country,hdpData/homeInfo/currency,hdpData/homeInfo/datePriceChanged,hdpData/homeInfo/dateSold,hdpData/homeInfo/daysOnZillow,hdpData/homeInfo/homeStatus,hdpData/homeInfo/homeStatusForHDP,hdpData/homeInfo/homeType,hdpData/homeInfo/isFeatured,hdpData/homeInfo/isNonOwnerOccupied,hdpData/homeInfo/isPreforeclosureAuction,hdpData/homeInfo/isPremierBuilder,hdpData/homeInfo/isRentalWithBasePrice,hdpData/homeInfo/isShowcaseListing,hdpData/homeInfo/isUnmappable,hdpData/homeInfo/isZillowOwned,hdpData/homeInfo/latitude,hdpData/homeInfo/listing_sub_type/is_FSBA,hdpData/homeInfo/listing_sub_type/is_forAuction,hdpData/homeInfo/livingArea,hdpData/homeInfo/longitude,hdpData/homeInfo/lotAreaUnit,hdpData/homeInfo/lotAreaValue,hdpData/homeInfo/price,hdpData/homeInfo/priceChange,hdpData/homeInfo/priceForHDP,hdpData/homeInfo/priceReduction,hdpData/homeInfo/rentZestimate,hdpData/homeInfo/shouldHighlight,hdpData/homeInfo/state,hdpData/homeInfo/streetAddress,hdpData/homeInfo/taxAssessedValue,hdpData/homeInfo/timeOnZillow,hdpData/homeInfo/unit,hdpData/homeInfo/videoCount,hdpData/homeInfo/zestimate,hdpData/homeInfo/zipcode,hdpData/homeInfo/zpid,id,imgSrc,info2String,info3String,isFeaturedListing,isHomeRec,isSaved,isShowcaseListing,isUndisclosedAddress,isUserClaimingOwner,isUserConfirmedClaim,isZillowOwned,latLong/latitude,latLong/longitude,list,lotAreaString,marketingStatusSimplifiedCd,pgapt,providerListingId,rawHomeStatusCd,relaxed,sgapt,shouldShowZestimateAsPrice,soldPrice,statusText,statusType,streetViewMetadataURL,streetViewURL,unformattedPrice,variableData/text,variableData/type,zestimate,zpid
"3842 E Crittenden Ln, Phoenix, AZ 85018",Phoenix,AZ,3842 E Crittenden Ln,85018,3097,,,,5,4,Launch Powered By Compass,https://photos.zillowstatic.com/fp/88abff85e9631ee14fe69700053d0b62-p_e.jpg,$,https://www.zillow.com/homedetails/3842-E-Crittenden-Ln-Phoenix-AZ-85018/240306548_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,5,4,Phoenix,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.48941,,,3097,-111.9981,sqft,6979,1150000,,1150000,,6584,FALSE,AZ,3842 E Crittenden Ln,783800,612579000,,,1150300,85018,240306548,240306548,https://photos.zillowstatic.com/fp/88abff85e9631ee14fe69700053d0b62-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.48941,-111.9981,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,$1.15M,Sold,SOLD,,,1150000,Sold 05/24/2024,RECENTLY_SOLD,1150300,240306548
"1529 E Saint Catherine Ave, Phoenix, AZ 85042",Phoenix,AZ,1529 E Saint Catherine Ave,85042,1841,,,,2,3,NORTH&CO.,https://photos.zillowstatic.com/fp/66593788b9cc00e86362610f13f2b4ef-p_e.jpg,$,https://www.zillow.com/homedetails/1529-E-Saint-Catherine-Ave-Phoenix-AZ-85042/284858880_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,2,3,Phoenix,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.38788,,,1841,-112.048485,sqft,4995,485000,,485000,,2450,FALSE,AZ,1529 E Saint Catherine Ave,268600,612579000,,,485300,85042,284858880,284858880,https://photos.zillowstatic.com/fp/66593788b9cc00e86362610f13f2b4ef-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.38788,-112.048485,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$485,000 ",Sold,SOLD,,,485000,Sold 05/24/2024,RECENTLY_SOLD,485300,284858880
"1308 E Tumbleweed Dr, Phoenix, AZ 85085",Phoenix,AZ,1308 E Tumbleweed Dr,85085,2453,,,,4,4,The Brokery,https://photos.zillowstatic.com/fp/6a9b738e1a898d0eb8b41e0d0153ad11-p_e.jpg,$,https://www.zillow.com/homedetails/1308-E-Tumbleweed-Dr-Phoenix-AZ-85085/304792430_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,4,4,Phoenix,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.796116,,,2453,-112.05399,acres,2.2509,1550000,,1550000,,7502,FALSE,AZ,1308 E Tumbleweed Dr,562600,612579000,,,1550400,85085,304792430,304792430,https://photos.zillowstatic.com/fp/6a9b738e1a898d0eb8b41e0d0153ad11-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.796116,-112.05399,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,$1.55M,Sold,SOLD,,,1550000,Sold 05/24/2024,RECENTLY_SOLD,1550400,304792430
"8817 W Luke Ave, Glendale, AZ 85305",Glendale,AZ,8817 W Luke Ave,85305,1800,,,,2,3,"PCD Realty, LLC",https://photos.zillowstatic.com/fp/9105515cb982d2f7c1e116d184b5d782-p_e.jpg,$,https://www.zillow.com/homedetails/8817-W-Luke-Ave-Glendale-AZ-85305/316018743_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,2,3,Glendale,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.517334,,,1800,-112.2503,sqft,5400,532190,,532190,,2267,FALSE,AZ,8817 W Luke Ave,302800,612579000,,,532300,85305,316018743,316018743,https://photos.zillowstatic.com/fp/9105515cb982d2f7c1e116d184b5d782-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.517334,-112.2503,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$532,190 ",Sold,SOLD,,,532190,Sold 05/24/2024,RECENTLY_SOLD,532300,316018743
"5250 E Deer Valley Dr #160, Phoenix, AZ 85054",Phoenix,AZ,5250 E Deer Valley Dr #160,85054,2171,,,,4,3,Berkshire Hathaway HomeServices Arizona Properties,https://photos.zillowstatic.com/fp/f3dbe761015285109581a9d5b215c4ba-p_e.jpg,$,https://www.zillow.com/homedetails/5250-E-Deer-Valley-Dr-160-Phoenix-AZ-85054/318336551_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,4,3,Phoenix,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,APARTMENT,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.678062,,,2171,-111.96633,sqft,2171,1100000,,1100000,,3764,FALSE,AZ,5250 E Deer Valley Dr #160,9800,612579000,# 160,,,85054,318336551,318336551,https://photos.zillowstatic.com/fp/f3dbe761015285109581a9d5b215c4ba-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.678062,-111.96633,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,$1.10M,Sold,SOLD,,,1100000,Sold 05/24/2024,RECENTLY_SOLD,,318336551
"12736 W Midway Ave, Glendale, AZ 85307",Glendale,AZ,12736 W Midway Ave,85307,1350,5/30/2024 0:00,,,2,3,Pro-Property Management,https://photos.zillowstatic.com/fp/454fd14888ac8813cd84b7a303b5ef92-p_e.jpg,$,https://www.zillow.com/homedetails/12736-W-Midway-Ave-Glendale-AZ-85307/337522718_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,2,3,Glendale,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,FOR_RENT,SINGLE_FAMILY,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.538986,,,1350,-112.33377,sqft,5318,385000,,1995,,2132,FALSE,AZ,12736 W Midway Ave,211300,612579000,,,385100,85307,337522718,337522718,https://photos.zillowstatic.com/fp/454fd14888ac8813cd84b7a303b5ef92-p_e.jpg,Listing provided by ARMLS,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.538986,-112.33377,TRUE,,Non Owner Occupied,RecentlySold,4k0w7dbk26bbg,RecentlySold,FALSE,Unknown Listed By,FALSE,"$385,000 ",Sold,SOLD,,,385000,,,385100,337522718
"7030 W Coles Rd, Laveen, AZ 85339",Laveen,AZ,7030 W Coles Rd,85339,2592,,,,4,4,"PCD Realty, LLC",https://photos.zillowstatic.com/fp/ebca82aa4c3799c92f0116bc5e93f258-p_e.jpg,$,https://www.zillow.com/homedetails/7030-W-Coles-Rd-Laveen-AZ-85339/341845754_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,4,4,Laveen,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.36979,,,2592,-112.21002,sqft,8394,544990,,544990,,2700,FALSE,AZ,7030 W Coles Rd,,612579000,,,545100,85339,341845754,341845754,https://photos.zillowstatic.com/fp/ebca82aa4c3799c92f0116bc5e93f258-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.36979,-112.21002,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$544,990 ",Sold,SOLD,,,544990,Sold 05/24/2024,RECENTLY_SOLD,545100,341845754
"2223 W Paso Trl, Phoenix Az Phoenix, AZ 85085",Phoenix Az Phoenix,AZ,2223 W Paso Trl,85085,2052,,,,3,3,Launch Powered By Compass,https://photos.zillowstatic.com/fp/2635c17557df7e60e1c5aa744e4e3599-p_e.jpg,$,https://www.zillow.com/homedetails/2223-W-Paso-Trl-Phoenix-Az-Phoenix-AZ-85085/342725540_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,3,3,Phoenix Az Phoenix,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.720455,,,2052,-112.10759,sqft,3997,614990,,614990,,2699,FALSE,AZ,2223 W Paso Trl,,612579000,,,615200,85085,342725540,342725540,https://photos.zillowstatic.com/fp/2635c17557df7e60e1c5aa744e4e3599-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.720455,-112.10759,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$614,990 ",Sold,SOLD,,,614990,Sold 05/24/2024,RECENTLY_SOLD,615200,342725540
"7671 W Avenida Del Rey, Peoria, AZ 85383",Peoria,AZ,7671 W Avenida Del Rey,85383,1953,,,,3,3,Launch Powered By Compass,https://photos.zillowstatic.com/fp/981f8a1767671c06223d4ea0f9962ffc-p_e.jpg,$,https://www.zillow.com/homedetails/7671-W-Avenida-Del-Rey-Peoria-AZ-85383/2053198436_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,3,3,Peoria,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.715656,,,1953,-112.20403,sqft,6623,600440,,600440,,2693,FALSE,AZ,7671 W Avenida Del Rey,,612579000,,,600600,85383,2053198436,2053198436,https://photos.zillowstatic.com/fp/981f8a1767671c06223d4ea0f9962ffc-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.715656,-112.20403,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$600,440 ",Sold,SOLD,,,600440,Sold 05/24/2024,RECENTLY_SOLD,600600,2053198436
"10313 S 55th Dr, Laveen, AZ 85339",Laveen,AZ,10313 S 55th Dr,85339,3020,,,,4,4,Launch Powered By Compass,https://photos.zillowstatic.com/fp/3b0228ccfa20e698e5e57e49582211af-p_e.jpg,$,https://www.zillow.com/homedetails/10313-S-55th-Dr-Laveen-AZ-85339/2053369567_zpid/,https://www.zillow.com/phoenix-az/sold/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-112.63061986914062%2C%22east%22%3A-111.55121313085937%2C%22south%22%3A33.28514328583089%2C%22north%22%3A33.925649143779%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A40326%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A47958%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A54346%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A18298%2C%22regionType%22%3A6%7D%2C%7B%22regionId%22%3A40298%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22globalrelevanceex%22%7D%2C%22ah%22%3A%7B%22value%22%3Atrue%7D%2C%22rs%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,13,FALSE,TRUE,TRUE,FALSE,4,4,Laveen,USA,USD,,1.71653E+12,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,33.35285,,,3020,-112.1781,sqft,6089,512990,,512990,,3092,FALSE,AZ,10313 S 55th Dr,,612579000,,,513100,85339,2053369567,2053369567,https://photos.zillowstatic.com/fp/3b0228ccfa20e698e5e57e49582211af-p_e.jpg,Listing provided by ARMLS,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.35285,-112.1781,TRUE,,RecentChange,RecentlySold,,RecentlySold,FALSE,RecentChange,FALSE,"$512,990 ",Sold,SOLD,,,512990,Sold 05/24/2024,RECENTLY_SOLD,513100,2053369567
